"RegionID","RegionName","City","State","Metro","CountyName","SizeRank","2018-02","grm"
97996,"95128","San Jose","CA","San Jose","Santa Clara",2223,28.47,0.292705772157827
62069,"11357","New York","NY","New York","Queens",2438,28.47,0.292705772157827
97577,"94123","San Francisco","CA","San Francisco","San Francisco",1969,28.39,0.293530585887049
98006,"95138","San Jose","CA","San Jose","Santa Clara",6990,28.35,0.293944738389183
62008,"11105","New York","NY","New York","Queens",2733,28.27,0.294776559367999
97838,"94704","Berkeley","CA","San Francisco","Alameda",4676,28.21,0.295403521209973
62070,"11358","New York","NY","New York","Queens",3125,28.16,0.29592803030303
62041,"11231","New York","NY","New York","New York",1941,27.99,0.29772537811123
98869,"96730","Kaaawa","HI","Urban Honolulu","Honolulu",14750,27.88,0.298900047824008
97575,"94121","San Francisco","CA","San Francisco","San Francisco",920,27.85,0.299222022740874
97842,"94708","Berkeley","CA","San Francisco","Alameda",7925,27.73,0.300516889049165
62021,"11210","New York","NY","New York","Kings",677,27.69,0.300951005176357
61627,"10013","New York","NY","New York","New York",1910,27.62,0.301713734009172
99524,"98039","Medina","WA","Seattle","King",12316,27.57,0.302260911618909
61626,"10012","New York","NY","New York","New York",2276,27.41,0.304025294904536
98948,"96817","Honolulu","HI","Urban Honolulu","Honolulu",693,27.37,0.304469613932529
97940,"95035","Milpitas","CA","San Jose","Santa Clara",349,27.34,0.30480370641307
99572,"98112","Seattle","WA","Seattle","King",3965,27.32,0.305026842362128
98881,"96744","Kaneohe","HI","Urban Honolulu","Honolulu",844,27.31,0.305138532893934
97950,"95046","San Martin","CA","San Jose","Santa Clara",10527,27.29,0.305362159521192
99494,"98006","Bellevue","WA","Seattle","King",2112,27.28,0.305474095796676
97772,"94566","Pleasanton","CA","San Francisco","Alameda",1402,27.27,0.305586114166972
62022,"11211","New York","NY","New York","Kings",110,27.25,0.305810397553517
97843,"94709","Berkeley","CA","San Francisco","Alameda",7119,27.24,0.305922662750857
97576,"94122","San Francisco","CA","San Francisco","San Francisco",319,27.16,0.306823760432008
97812,"94610","Oakland","CA","San Francisco","Alameda",1419,27.16,0.306823760432008
97568,"94114","San Francisco","CA","San Francisco","San Francisco",1215,27.12,0.307276302851524
97585,"94131","San Francisco","CA","San Francisco","San Francisco",2427,27.07,0.3078438615934
97761,"94555","Fremont","CA","San Francisco","Alameda",3597,27,0.308641975308642
99493,"98005","Bellevue","WA","Seattle","King",5420,26.93,0.309444238148286
62033,"11222","New York","NY","New York","Kings",1119,26.87,0.310135218955465
97260,"93430","Cayucos","CA","San Luis Obispo","San Luis Obispo",10942,26.86,0.310250682551502
99492,"98004","Bellevue","WA","Seattle","King",1091,26.85,0.310366232153942
97570,"94116","San Francisco","CA","San Francisco","San Francisco",1796,26.84,0.310481867858917
62016,"11205","New York","NY","New York","Kings",1392,26.76,0.311410064773293
99624,"98199","Seattle","WA","Seattle","King",4557,26.7,0.31210986267166
99553,"98075","Sammamish","WA","Seattle","King",5592,26.68,0.312343828085957
97525,"94038","Moss Beach","CA","San Francisco","San Mateo",12958,26.63,0.312930279133809
97999,"95131","San Jose","CA","San Jose","Santa Clara",4629,26.62,0.313047833708991
97939,"95033","Lexington Hills","CA","San Jose","Santa Clara",9164,26.62,0.313047833708991
98956,"96825","Honolulu","HI","Urban Honolulu","Honolulu",3235,26.61,0.313165476637855
98002,"95134","San Jose","CA","San Jose","Santa Clara",2331,26.48,0.314702920443102
97743,"94536","Fremont","CA","San Francisco","Alameda",175,26.47,0.314821810855056
96296,"91108","San Marino","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",8201,26.42,0.315417612919505
99518,"98033","Kirkland","WA","Seattle","King",1229,26.41,0.315537044048971
99496,"98008","Bellevue","WA","Seattle","King",4612,26.4,0.315656565656566
62073,"11361","New York","NY","New York","Queens",4544,26.39,0.315776177845143
96127,"90291","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1743,26.37,0.316015674377449
99552,"98074","Sammamish","WA","Seattle","King",4778,26.37,0.316015674377449
62058,"11249","New York","NY","New York","Kings",2140,26.35,0.316255534471853
97837,"94703","Berkeley","CA","San Francisco","Alameda",4961,26.34,0.316375601113642
99565,"98105","Seattle","WA","Seattle","King",1031,26.31,0.316736348663373
62074,"11362","New York","NY","New York","Queens",7089,26.29,0.316977304425003
99535,"98053","Redmond","WA","Seattle","King",5558,26.28,0.317097919837646
97565,"94110","San Francisco","CA","San Francisco","San Francisco",70,26.22,0.317823544368167
97840,"94706","Albany","CA","San Francisco","Alameda",5304,26.19,0.318187603410971
61621,"10007","New York","NY","New York","New York",9184,26.17,0.318430773149917
61664,"10069","New York","NY","New York","New York",8871,26.07,0.319652218386396
62077,"11365","New York","NY","New York","Queens",1853,26.04,0.320020481310804
61811,"10471","New York","NY","New York","Bronx",4648,26.04,0.320020481310804
97865,"94920","Tiburon","CA","San Francisco","Marin",6960,26.04,0.320020481310804
62068,"11356","New York","NY","New York","Queens",6564,26.02,0.320266461696131
61639,"10025","New York","NY","New York","New York",1,26.01,0.320389593745995
62090,"11379","New York","NY","New York","Queens",3714,25.97,0.320883070209216
97813,"94611","Oakland","CA","San Francisco","Alameda",995,25.95,0.321130378933847
62047,"11237","New York","NY","New York","Kings",1775,25.91,0.321626141772803
99534,"98052","Redmond","WA","Seattle","King",60,25.85,0.322372662798195
61640,"10026","New York","NY","New York","New York",1714,25.81,0.322872271729304
97769,"94563","Orinda","CA","San Francisco","Contra Costa",5926,25.78,0.323247995862426
97994,"95126","San Jose","CA","San Jose","Santa Clara",1811,25.76,0.323498964803313
98229,"95470","Redwood Valley","CA","Ukiah","Mendocino",10155,25.74,0.323750323750324
97571,"94117","San Francisco","CA","San Francisco","San Francisco",867,25.73,0.323876149760332
96271,"91011","La Canada Flintridge","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",6306,25.7,0.324254215304799
97715,"94507","Alamo","CA","San Francisco","Contra Costa",7019,25.7,0.324254215304799
97895,"94957","Ross","CA","San Francisco","Marin",13549,25.69,0.324380433372259
96280,"91030","South Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4009,25.67,0.324633164524088
58801,"02543","Woods Hole","MA","Cape Cod","Barnstable",14132,25.67,0.324633164524088
61703,"10128","New York","NY","New York","New York",20,25.66,0.3247596778384
97756,"94549","Lafayette","CA","San Francisco","Contra Costa",3558,25.65,0.324886289798571
97510,"94019","Half Moon Bay","CA","San Francisco","San Mateo",6643,25.64,0.325013000520021
62043,"11233","New York","NY","New York","Kings",179,25.62,0.325266718709342
96117,"90266","Manhattan Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1953,25.6,0.325520833333333
99575,"98115","Seattle","WA","Seattle","King",317,25.57,0.325902750619215
96109,"90254","Hermosa Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4191,25.54,0.326285565126599
97537,"94063","Redwood City","CA","San Francisco","San Mateo",3441,25.53,0.326413369891631
97479,"93923","Carmel-by-the-Sea","CA","Salinas","Monterey",7046,25.52,0.326541274817137
62025,"11214","New York","NY","New York","Kings",52,25.48,0.32705389848247
97844,"94710","Berkeley","CA","San Francisco","Alameda",9528,25.47,0.327182305980893
399545,"10065","New York","NY","New York","New York",1264,25.46,0.327310814349306
98917,"96782","Pearl City","HI","Urban Honolulu","Honolulu",2942,25.46,0.327310814349306
62039,"11229","New York","NY","New York","Kings",65,25.45,0.327439423706614
61025,"08243","Sea Isle City","NJ","Ocean City","Cape May",10651,25.39,0.328213207299462
58776,"02468","Newton","MA","Boston","Middlesex",11251,25.38,0.328342526924087
96278,"91024","Sierra Madre","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",7807,25.31,0.329250625576189
99554,"98077","Woodinville","WA","Seattle","King",8110,25.31,0.329250625576189
99577,"98117","Seattle","WA","Seattle","King",2124,25.29,0.329511005667589
62089,"11378","New York","NY","New York","Queens",4767,25.29,0.329511005667589
96514,"91775","San Gabriel","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",5384,25.24,0.330163761225568
97987,"95119","San Jose","CA","San Jose","Santa Clara",9608,25.24,0.330163761225568
98928,"96795","Waimanalo","HI","Urban Honolulu","Honolulu",10073,25.2,0.330687830687831
58788,"02493","Weston","MA","Boston","Middlesex",8654,25.15,0.331345261762757
97524,"94037","Montara","CA","San Francisco","San Mateo",12950,25.08,0.332270069112174
97493,"93953","Del Monte Forest","CA","Salinas","Monterey",9910,25.07,0.332402606036431
98011,"95148","San Jose","CA","San Jose","Santa Clara",3470,25.05,0.332667997338656
97130,"93108","Montecito","CA","Santa Maria-Santa Barbara","Santa Barbara",7882,25.03,0.332933812758024
98844,"96701","Aiea","HI","Urban Honolulu","Honolulu",1997,25.01,0.333200053312009
61628,"10014","New York","NY","New York","New York",487,24.98,0.333600213504137
97793,"94588","Pleasanton","CA","San Francisco","Alameda",2869,24.94,0.334135257952419
98004,"95136","San Jose","CA","San Jose","Santa Clara",1547,24.92,0.334403424291065
97759,"94552","Castro Valley","CA","San Francisco","Alameda",7770,24.89,0.334806481853489
97745,"94538","Fremont","CA","San Francisco","Alameda",363,24.88,0.334941050375134
58768,"02459","Newton","MA","Boston","Middlesex",6341,24.87,0.335075727114328
97942,"95037","Morgan Hill","CA","San Jose","Santa Clara",1461,24.86,0.335210512201663
96103,"90245","El Segundo","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",5793,24.86,0.335210512201663
99579,"98119","Seattle","WA","Seattle","King",2960,24.84,0.335480407944176
96008,"90027","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",262,24.77,0.33642847530615
62093,"11385","New York","NY","New York","Queens",131,24.75,0.336700336700337
96267,"91006","Arcadia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",3869,24.75,0.336700336700337
96097,"90232","Culver City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",6046,24.74,0.33683643222851
96088,"90212","Beverly Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",6536,24.72,0.337108953613808
99495,"98007","Bellevue","WA","Seattle","King",3405,24.71,0.337245379738298
97569,"94115","San Francisco","CA","San Francisco","San Francisco",720,24.69,0.337518563520994
99613,"98177","Shoreline","WA","Seattle","King",5467,24.66,0.337929170045958
62081,"11369","New York","NY","New York","Queens",5686,24.64,0.338203463203463
58622,"02108","Boston","MA","Boston","Suffolk",10994,24.64,0.338203463203463
58783,"02478","Belmont","MA","Boston","Middlesex",4238,24.63,0.338340776830424
96149,"90402","Santa Monica","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",7423,24.63,0.338340776830424
62078,"11366","New York","NY","New York","Queens",8391,24.63,0.338340776830424
58624,"02110","Boston","MA","Boston","Suffolk",12385,24.6,0.338753387533875
95985,"90004","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",207,24.57,0.339167005833672
58656,"02142","Cambridge","MA","Boston","Middlesex",10533,24.53,0.339720070661775
58536,"01890","Winchester","MA","Boston","Middlesex",5412,24.52,0.339858618814573
97480,"93924","Carmel Valley","CA","Salinas","Monterey",9113,24.52,0.339858618814573
99514,"98029","Issaquah","WA","Seattle","King",3397,24.5,0.340136054421769
61650,"10036","New York","NY","New York","New York",686,24.46,0.340692286726629
96086,"90210","Beverly Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4763,24.46,0.340692286726629
96087,"90211","Beverly Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",8694,24.46,0.340692286726629
96268,"91007","Arcadia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",3411,24.45,0.340831629175187
97991,"95123","San Jose","CA","San Jose","Santa Clara",234,24.44,0.340971085651937
61644,"10030","New York","NY","New York","New York",3139,24.44,0.340971085651937
98007,"95139","San Jose","CA","San Jose","Santa Clara",10891,24.44,0.340971085651937
97714,"94506","Danville","CA","San Francisco","Contra Costa",5263,24.42,0.341250341250341
96123,"90277","Redondo Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",935,24.41,0.341390140652738
61633,"10019","New York","NY","New York","New York",73,24.37,0.341950485569689
97734,"94526","Danville","CA","San Francisco","Contra Costa",2695,24.35,0.342231348391513
62076,"11364","New York","NY","New York","Queens",2791,24.26,0.343500961802693
97762,"94556","Moraga","CA","San Francisco","Contra Costa",7060,24.25,0.343642611683849
62037,"11226","New York","NY","New York","Kings",11,24.23,0.343926262209382
96152,"90405","Santa Monica","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1862,24.23,0.343926262209382
99576,"98116","Seattle","WA","Seattle","King",2478,24.21,0.344210381385103
96045,"90064","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2912,24.21,0.344210381385103
99591,"98136","Seattle","WA","Seattle","King",5976,24.21,0.344210381385103
97277,"93449","Pismo Beach","CA","San Luis Obispo","San Luis Obispo",7878,24.21,0.344210381385103
96293,"91105","Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",6724,24.2,0.34435261707989
399675,"91008","Bradbury","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",15247,24.19,0.344494970373432
58910,"02807","New Shoreham","RI","Providence","Washington",12601,24.18,0.344637441411635
58841,"02650","Chatham","MA","Cape Cod","Barnstable",13874,24.18,0.344637441411635
97711,"94501","Alameda","CA","San Francisco","Alameda",57,24.14,0.345208505937586
96047,"90066","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",126,24.14,0.345208505937586
62079,"11367","New York","NY","New York","Queens",1927,24.14,0.345208505937586
97701,"94401","San Mateo","CA","San Francisco","San Mateo",2377,24.14,0.345208505937586
96037,"90056","Ladera Heights","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",8510,24.13,0.345351567896118
97889,"94951","Penngrove","CA","Santa Rosa","Sonoma",11320,24.13,0.345351567896118
62082,"11370","New York","NY","New York","Queens",6469,24.12,0.345494748479823
97131,"93109","Santa Barbara","CA","Santa Maria-Santa Barbara","Santa Barbara",8122,24.12,0.345494748479823
96517,"91780","Temple City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",3060,24.11,0.345638047836306
62042,"11232","New York","NY","New York","Kings",5914,24.11,0.345638047836306
58767,"02458","Newton","MA","Boston","Middlesex",7680,24.1,0.345781466113416
98925,"96791","Waialua","HI","Urban Honolulu","Honolulu",9643,24.08,0.346068660022148
96026,"90045","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1181,24.07,0.346212435950699
58774,"02466","Newton","MA","Boston","Middlesex",9597,24.01,0.347077606552825
58825,"02633","Chatham","MA","Cape Cod","Barnstable",9328,23.99,0.347366958454912
96122,"90275","Rancho Palos Verdes","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1540,23.95,0.34794711203897
58798,"02540"," Falmouth","MA","Cape Cod","Barnstable",7276,23.93,0.34823791614431
97540,"94066","San Bruno","CA","San Francisco","San Mateo",1362,23.91,0.348529206747525
96295,"91107","Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2580,23.91,0.348529206747525
58769,"02460","Newton","MA","Boston","Middlesex",8840,23.91,0.348529206747525
99563,"98103","Seattle","WA","Seattle","King",152,23.89,0.348820985070462
97836,"94702","Berkeley","CA","San Francisco","Alameda",5502,23.87,0.349113252339059
96120,"90272","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4478,23.85,0.349406009783368
97492,"93950","Pacific Grove","CA","Salinas","Monterey",5204,23.85,0.349406009783368
58630,"02116","Boston","MA","Boston","Suffolk",3269,23.79,0.350287235533137
58756,"02421","Lexington","MA","Boston","Middlesex",6501,23.79,0.350287235533137
97801,"94598","Walnut Creek","CA","San Francisco","Contra Costa",3666,23.78,0.350434538828147
98290,"95570","Trinidad","CA","Eureka","Humboldt",12228,23.78,0.350434538828147
96000,"90019","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",155,23.76,0.350729517396184
97980,"95112","San Jose","CA","San Jose","Santa Clara",492,23.76,0.350729517396184
96116,"90265","Malibu","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",5219,23.76,0.350729517396184
97712,"94502","Alameda","CA","San Francisco","Alameda",7589,23.76,0.350729517396184
96049,"90068","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2462,23.74,0.3510249929795
98224,"95465","Occidental","CA","Santa Rosa","Sonoma",12918,23.74,0.3510249929795
97586,"94132","San Francisco","CA","San Francisco","San Francisco",3645,23.73,0.351172917544599
98001,"95133","San Jose","CA","San Jose","Santa Clara",5232,23.7,0.351617440225035
96058,"90077","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",8809,23.67,0.352063089705675
62118,"11432","New York","NY","New York","Queens",1105,23.66,0.352211890673429
99567,"98107","Seattle","WA","Seattle","King",2103,23.65,0.352360817477097
97811,"94609","Oakland","CA","San Francisco","Alameda",4018,23.65,0.352360817477097
98200,"95437","Fort Bragg","CA","Ukiah","Mendocino",5857,23.65,0.352360817477097
93356,"80304","Boulder","CO","Boulder","Boulder",3329,23.64,0.352509870276368
97788,"94582","San Ramon","CA","San Francisco","Contra Costa",1979,23.62,0.352808354501835
97738,"94530","El Cerrito","CA","San Francisco","Contra Costa",3552,23.61,0.352957786248765
58770,"02461","Newton","MA","Boston","Middlesex",9882,23.6,0.353107344632768
97799,"94596","Walnut Creek","CA","San Francisco","Contra Costa",3663,23.59,0.353257029814893
98858,"96717","Hauula","HI","Urban Honolulu","Honolulu",11704,23.58,0.35340684195646
97126,"93103","Santa Barbara","CA","Santa Maria-Santa Barbara","Santa Barbara",6123,23.56,0.353706847764573
58773,"02465","Newton","MA","Boston","Middlesex",8180,23.56,0.353706847764573
96957,"92625","Newport Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",6386,23.55,0.353857041755131
97860,"94904","Kentfield","CA","San Francisco","Marin",7459,23.55,0.353857041755131
98921,"96786","Wahiawa","HI","Urban Honolulu","Honolulu",2345,23.54,0.354007363353158
97804,"94602","Oakland","CA","San Francisco","Alameda",3061,23.52,0.354308390022676
99512,"98027","Issaquah","WA","Seattle","King",3005,23.51,0.354459095420388
99550,"98072","Woodinville","WA","Seattle","King",4123,23.51,0.354459095420388
58822,"02630","Barnstable","MA","Cape Cod","Barnstable",13307,23.51,0.354459095420388
58652,"02138","Cambridge","MA","Boston","Middlesex",1789,23.47,0.355063201249822
96150,"90403","Santa Monica","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2012,23.46,0.355214549587951
58658,"02144","Somerville","MA","Boston","Middlesex",4067,23.43,0.355669369753877
96007,"90026","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",100,23.42,0.355821235411329
96016,"90035","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2238,23.4,0.356125356125356
58771,"02462","Newton","MA","Boston","Middlesex",14655,23.4,0.356125356125356
97127,"93105","Santa Barbara","CA","Santa Maria-Santa Barbara","Santa Barbara",3900,23.38,0.35642999714856
96015,"90034","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",69,23.37,0.356582513193553
97881,"94941","Mill Valley","CA","San Francisco","Marin",2710,23.37,0.356582513193553
67192,"22207","Arlington","VA","Washington","Arlington",3177,23.37,0.356582513193553
67190,"22205","Arlington","VA","Washington","Arlington",6466,23.36,0.356735159817352
97879,"94939","Larkspur","CA","San Francisco","Marin",9129,23.36,0.356735159817352
58755,"02420","Lexington","MA","Boston","Middlesex",7303,23.34,0.357040845472722
98924,"96790","Kaunakakai","HI","Kahului","Maui",8790,23.33,0.357193884840692
67197,"22213","Arlington","VA","Washington","Arlington",12459,23.32,0.357347055460263
98212,"95452","Kenwood","CA","Santa Rosa","Sonoma",13702,23.32,0.357347055460263
96237,"90803","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1022,23.31,0.357500357500358
96522,"91789","Walnut","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2764,23.27,0.358114883254548
96030,"90049","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",913,23.25,0.3584229390681
97587,"94133","San Francisco","CA","San Francisco","San Francisco",2663,23.24,0.358577165806081
93354,"80302","Boulder","CO","Boulder","Boulder",3163,23.23,0.358731525326446
58692,"02210","Boston","MA","Boston","Suffolk",10251,23.23,0.358731525326446
99509,"98024","Fall City","WA","Seattle","King",11077,23.2,0.359195402298851
99581,"98122","Seattle","WA","Seattle","King",419,23.17,0.359660480506402
58844,"02653","Orleans","MA","Cape Cod","Barnstable",9276,23.17,0.359660480506402
96163,"90505","Torrance","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2035,23.14,0.360126764621147
97766,"94560","Newark","CA","San Francisco","Alameda",2203,23.14,0.360126764621147
98657,"96141","Homewood","CA","Sacramento","Placer",15108,23.12,0.360438292964244
96326,"91207","Glendale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",8535,23.11,0.360594259339391
96022,"90041","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4139,23.09,0.3609065973726
97978,"95110","San Jose","CA","San Jose","Santa Clara",6426,23.09,0.3609065973726
96586,"92014","Del Mar","CA","San Diego","San Diego",6370,23.02,0.36200405444541
97958,"95060","Santa Cruz","CA","Santa Cruz","Santa Cruz",999,22.98,0.362634174644618
97899,"94965","Sausalito","CA","San Francisco","Marin",7004,22.98,0.362634174644618
60639,"07302","Jersey City","NJ","New York","Hudson",180,22.96,0.362950058072009
61652,"10038","New York","NY","New York","New York",3418,22.96,0.362950058072009
97531,"94044","Pacifica","CA","San Francisco","San Mateo",1946,22.95,0.363108206245461
97774,"94568","Dublin","CA","San Francisco","Alameda",442,22.91,0.36374217954314
98203,"95442","Glen Ellen","CA","Santa Rosa","Sonoma",11508,22.88,0.364219114219114
